,level_0,text,sentiment
2051,2051,themovie thats what i get for writing up my halloween interview w danielle harris darn i was too late for the contest,sadness
2052,2052,getting dizzy going to have to lower my original raise please dont think any less of me,sadness
2053,2053,watching southpark for another  minutes,neutral
2054,2054,twitter is sooo quiet today,neutral
2055,2055,karma is a   i just got hung up on  lol im still a big dawg though,sadness
2056,2056,mayday,worry
2057,2057,more work to do,worry
2058,2058,feeling lonely and in need a a good friend,worry
2059,2059,im allergic to hot wax,sadness
2060,2060,well i can tell you i didnt marry my like maybe thats why im stuck in situations like i am now,sadness
2061,2061,i know  effing embarrassing eff our lives,worry
2062,2062,well i am at work   but leah might be doing something with embry,sadness
2063,2063,will we be able to see clipsepisodes on the c website from america  or will i languish reading the news stories again,worry
2064,2064,all the food in my house has sugar ants in it,sadness
2065,2065,i tried to dm you but your not following me,worry
2066,2066,so bored without a camera,sadness
2067,2067,seniors done   more days woohoo going out for the night,happiness
2068,2068,no clubbing for me this weekend due to a busted knee  emolifes unfairemo,sadness
2069,2069,i think thats pretty awesome i could quote lotrrotk for one summer but now i cant anymore,worry
2070,2070,my arms hurt,sadness
2071,2071,sadly my corporate giant employer wont let me get to that site,sadness
2072,2072,is about to go to gymnastics my last day with this class,sadness
2073,2073,saw a dead bird on my way to workwhat a kind of day to start poor little bird,sadness
2074,2074,i dont have any from you,worry
2075,2075,not so good at remembering to do this twitter thing sorry everybody i leave for tibet todaywith a head cold,sadness
2076,2076,sorry dunners just saw your tweet totally let you down im so sorry babe  was at work till  very boooooo,worry
2077,2077,e next week  i dont think i can do it  ahhhhhhhhhhhhhh,neutral
2078,2078,not  looking forward to next   wednesday at all,worry
2079,2079,daddy just leftwithout me,worry
2080,2080,cool my  itch got sunburned at the volcano,sadness
2081,2081,bored bored bored wish i had something to do tomorrow especially with the weather were to have  not fair,worry
2082,2082,sorry mike was assuming it was music that was missingi dont know then a mystery,sadness
2083,2083,i miss talkin turkey  i really miss talkin turkey,sadness
2084,2084,got my report card back i was at  for my average and i went down to   now i have to kick it up a notch,worry
2085,2085,av ad a realy gd day wiv ciara connolly at  park gate west kirby and new brighton fukin funny bt sunburnt luks like drivers arm,worry
2086,2086,what im gonna do  life is not good no more exit in this hallway im stuck in my world,sadness
2087,2087,ugh i hate my life no one is hiring sigh stupid economy stupid bush,worry
2088,2088,my cat is anorexic,worry
2089,2089,thx for the suggestion  i dont think itll be easy to convince her cold calling isnt aweful tho,worry
2090,2090,doing my fieldwork databook slept awkwardly bones all sore,worry
2091,2091,im  in december thats not good at all next big birthday is   after  it flys by for sure,worry
2092,2092,ive been there  the only place i have flown out of since moving up north really pretty area for flying but very expensive,worry
2093,2093,heading to work,neutral
2094,2094,yeah its not available on public market yet but will be soon looking forward im sunburnt  arms are itching boo hoo,sadness
2095,2095,checkin out oramarecordscom got a fever and cnt sleep,worry
2096,2096,im sorry to hear about your uncle i hope youre okay,worry
2097,2097,freakin frustrated why cant my coach realize that times are hard aint nobody got the money to buy cookie dough for no new uniforms,worry
2098,2098,it wont work in the uk,sadness
2099,2099,just watched terminator  and i cried its the one movie that makes me cry for some reason when arnie dies  im lame,sadness
2100,2100,e hahahha i swear i really wanna see it,happiness
2101,2101,that sounds interesting wish my phone did java,neutral
2102,2102,i really really hate biology  uu,sadness
2103,2103,watching the killers on jr they are awesome too late though they just cut the programme mid song twas my favourite too,sadness
2104,2104,so neat hearing u on kiddshow today wish i was there,sadness
2105,2105,sadness  the top horde guild that i liked disbanded,sadness
2106,2106,lovely my plans have been canceled for the night another night home alone for me unyay,neutral
2107,2107,nova we had it but we lost it  very sad  us cause we loved it,sadness
2108,2108,at the shop getting the hail damage fixed it was there for a week,neutral
2109,2109,waubonsie lost  theyre out im soo pissed,sadness
2110,2110,dont have any  just raspberrybalsamic,neutral
2111,2111,had sbarro for dinner and krispy kreme for dessert mmmmm but so not very healthy,happiness
2112,2112,i sent you an other call me back message  x,worry
2113,2113,back from miami i miss south beach,sadness
2114,2114,freakin hawt guys at this restaurantwhere im eating dinner with my father,worry
2115,2115,to  i was going to reply to your what do ppl in hi do on the weekend postand then i realized my top choice was work,neutral
2116,2116,ughh from the filling in my tooth my ear is starting to ache  what a life,sadness
2117,2117,you disappointed me,sadness
2118,2118,having one of my bad daysmigraine today my st since my neck surgery about   months,sadness
2119,2119,o and i missed it and ill miss the rpt mrw  oh well theres youtube sunday i guess thanks andrew,neutral
2120,2120,not fare lady no body naps while i am at work,sadness
2121,2121,our love goes out to you kanoa  sorry for your loss dear,sadness
2122,2122,i hear tonight is the last jleno show,sadness
2123,2123,that was so disappointing,sadness
2124,2124,make plans i have none,neutral
2125,2125,recovering from a hard day of homeschooling my dd chemistry did not go well,sadness
2126,2126,wow not free wifiyou have to pay for parking reduculous,worry
2127,2127,my baby isnt online yet  booooo,worry
2128,2128,it says los page doesnt exist,worry
2129,2129,is heading to work n its freezing,neutral
2130,2130,moving nothing accessible camera broken kitchen stuff in boxes no internet  makes it hard to cook or blog  get me to brooklyn,sadness
2131,2131,earlyish night tonight  im doing overtime at work tomorrow again  boo for working on a saturday,sadness
2132,2132,i woke up and my hiccups came back,happiness
2133,2133,the killers where the best a bit disappointed that the last song was cut short  can you watch it in full on iplayer,sadness
2134,2134,because youre everything to me demi lovato,worry
2135,2135,stuck on the   going to my nd job    why cant i find a good office job,sadness
2136,2136,have a huge headache dont have asprin here at work,worry
2137,2137,back to marking,neutral
2138,2138,asda ready meal  i dont think ill ever be the same again,sadness
2139,2139,ohwwww  whatever im excited anyway,neutral
2140,2140,yup then we are a day older,sadness
2141,2141,its raining and im outside without an umbrella,worry
2142,2142,soooooooooo glad to learn that farrells ice cream parlor is staging a comeback in so cal  too bad its in the mission viejo mall,sadness
2143,2143,but he was only   sorry i tend to ramble about him,worry
2144,2144,every time i pay off my library fine i get a new one  im a bad patron,worry
2145,2145,umm well i only go to house clubs and i never go to north beach sono idea sorry  been out x there  a now defunctlesi club,worry
2146,2146,owe i just burnt my hand on the toaster oven,worry
2147,2147,i think twitter hates every when it comes  photos took me ages the other day  change my  especially at this time,neutral
2148,2148,so  im really borde and i dont know what i should do,worry
2149,2149,i just want to watch my naruto shippuuden missed episodes,happiness
2150,2150,sad but true,sadness
2151,2151,no one ever gave me the info im sad,worry
2152,2152,no tv and no internet make catherine something something,neutral
2153,2153,i am in the real world which apparently involves a lot less twitter  sorry,worry
2154,2154,oh also heres a clip of the new moon trailer that i cant watch cuz im at work,sadness
